# Task file, format (one line per task):
# IPC   MPI     INSTR   DEADL	DOP	MISSRATEFUNC

1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5
1.0     0.2     20e6    40       8	powerlaw 0.0447 -0.5

